 , , ,
5.000000000000000000e+00,6.451761245727539062e+00,1.000000000000000000e+00,1.730000000000000000e+02
1.000000000000000000e+01,1.625917506217956543e+01,2.000000000000000000e+00,2.930000000000000000e+02
1.500000000000000000e+01,2.911033105850219727e+01,3.000000000000000000e+00,4.050000000000000000e+02
2.500000000000000000e+01,6.534317135810852051e+01,4.000000000000000000e+00,6.220000000000000000e+02
3.000000000000000000e+01,8.709584379196166992e+01,7.000000000000000000e+00,7.240000000000000000e+02
4.000000000000000000e+01,1.337890045642852783e+02,9.000000000000000000e+00,9.030000000000000000e+02
4.500000000000000000e+01,1.598650550842285156e+02,1.100000000000000000e+01,9.830000000000000000e+02
6.000000000000000000e+01,2.409808139801025391e+02,1.200000000000000000e+01,1.192000000000000000e+03
7.500000000000000000e+01,3.329056308269500732e+02,1.300000000000000000e+01,1.384000000000000000e+03
8.000000000000000000e+01,3.615551707744598389e+02,1.400000000000000000e+01,1.442000000000000000e+03
8.500000000000000000e+01,3.900327496528625488e+02,1.500000000000000000e+01,1.495000000000000000e+03
1.150000000000000000e+02,5.930629930496215820e+02,1.600000000000000000e+01,1.789000000000000000e+03
1.400000000000000000e+02,7.638037285804748535e+02,1.800000000000000000e+01,1.998000000000000000e+03
1.600000000000000000e+02,9.010368747711181641e+02,1.900000000000000000e+01,2.133000000000000000e+03
1.800000000000000000e+02,1.019290229082107544e+03,2.000000000000000000e+01,2.236000000000000000e+03
2.000000000000000000e+02,1.123827963352203369e+03,2.100000000000000000e+01,2.324000000000000000e+03
